publication_country_name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
United States of America,25,21,20,14,24,12,23,11,20,23,28,38,46,56,85,74,76,88,115,117,120,148,221,192,311,592
